employee_id,name,address,city,postal_code,latitude,longitude,snapped_latitude,snapped_longitude,optimal_employee_station,optimal_employee_station_id,optimal_employee_station_rank,optimal_office_station,optimal_office_station_id,optimal_office_station_rank,walk_home_to_station_min,transit_time_min,walk_station_to_office_min,total_commute_min,otp_route_found,car_distance_m,car_driving_time_min,car_parking_time_min,car_total_time_min,commute_time_bucket,transport_attractiveness,monthly_driving_cost,financial_attractiveness_Company Pays Full,financial_attractiveness_50% Subsidy,financial_attractiveness_Employee Pays Full,adoption_score_Company Pays Full,adoption_score_50% Subsidy,adoption_score_Employee Pays Full,employee_station,employee_station_id,employee_station_rank,office_station,office_station_id,office_station_rank,transit_time_morning_min,walk_office_to_station_min,transit_time_evening_min,walk_station_to_home_min,morning_journey_min,evening_journey_min
EMP052,Univ.Prof. Stephan Mülichen,"Wendestraße 9-8, 21079 Harburg",Harburg,21079,53.571359,9.983775,53.571325,9.983755,Parkallee,332243412.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,5.338333333333334,24.0,3.7066666666666666,66.09,True,14417.5,30.78,8,38.78,60-90 min,90.0,136.505,5,5,4,56.0,56.0,55.6,Parkallee,332243412.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,24.0,3.7066666666666666,24.0,5.338333333333334,33.045,33.045
EMP053,Ina Buchholz,"Heserallee 4487, 22626 Ahrensburg",Ahrensburg,22626,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,5,5,5,,,,,,,,,,,,,,,
EMP054,Erhard Kraus-Täsche,"Heinzring 25/38, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,160.5533333333333,True,31773.1,44.836666666666666,8,52.836666666666666,120+ min,30.0,240.6386,5,5,5,20.0,20.0,20.0,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,72.0,3.7066666666666666,72.0,4.569999999999999,80.27666666666666,80.27666666666666
EMP055,Herma Bolander B.A.,"Ilonka-Hamann-Gasse 7-6, 20097 Hamburg",Hamburg,20097,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,84.63,True,14719.4,31.45,8,39.45,60-90 min,60.0,138.3164,5,5,4,38.0,38.0,37.6,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,32.0,3.7066666666666666,29.0,8.108333333333333,43.815,40.815
EMP056,Ivonne Albers-Kitzmann,"Krebsallee 9, 22880 Wedel",Wedel,22880,53.563793,9.902143,53.563892,9.902136,Bahrenfelder Marktplatz,538471368.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,3.78,43.0,3.7066666666666666,98.97333333333331,True,17552.1,26.813333333333333,8,34.81333333333333,90-120 min,50.0,155.3126,5,5,4,32.0,32.0,31.6,Händelstraße,5901964564.0,5.0,"Harksheide, Libellengrund",12461266487.0,1.0,42.0,3.7066666666666666,42.0,3.78,49.486666666666665,49.486666666666665
EMP057,Dipl.-Ing. Emanuel Heydrich MBA.,"Wellerstraße 9-9, 22880 Wedel",Wedel,22880,53.263951,9.733569,53.263949,9.733565,,,,,,,,,,,False,64221.7,65.955,8,73.955,No route,,435.3302,5,5,5,,,,,,,,,,,,,,,
EMP058,Traugott Kreusel,"Baumstraße 86/32, 20253 Hamburg",Hamburg,20253,53.6246094,10.1006654,53.624609,10.100665,Am Stühm-Süd,6323310474.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,5.996666666666667,0.0,3.7066666666666666,19.406666666666663,True,13427.5,28.416666666666668,8,36.41666666666667,0-60 min,100.0,130.565,5,4,4,62.0,61.6,61.6,Am Stühm-Süd,6323310474.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0,3.7066666666666666,0.0,5.996666666666667,9.703333333333331,9.703333333333331
EMP059,Halina Junken,"Denis-Seifert-Straße 172, 22850 Norderstedt",Norderstedt,22850,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,4,3,3,,,,,,,,,,,,,,,
EMP060,Saskia Butte,"Uli-Junken-Ring 5-7, 22629 Ahrensburg",Ahrensburg,22629,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,5,5,5,,,,,,,,,,,,,,,
EMP061,Univ.Prof. Apostolos Zahn B.Sc.,"Bährweg 5, 22846 Norderstedt",Norderstedt,22846,53.810111,10.37286,53.810064,10.372694,,,,,,,,,,,False,31055.3,44.45,8,52.45,No route,,236.3318,5,5,5,,,,,,,,,,,,,,,
EMP062,Ernst-August Eberth-Mühle,"Ulla-Hentschel-Platz 9, 22850 Norderstedt",Norderstedt,22850,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,4,3,3,,,,,,,,,,,,,,,
EMP063,Reiner Fröhlich,"Carmela-Harloff-Straße 6/3, 21614 Buxtehude",Buxtehude,21614,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,148.29666666666668,True,40302.7,61.83166666666667,8,69.83166666666668,120+ min,70.0,291.8162,5,5,5,44.0,44.0,44.0,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,73.5,3.7066666666666666,67.2,0.0916666666666666,77.29833333333333,70.99833333333333
EMP064,Heidelore Trubin-Gumprich,"Dörrstr. 4, 22629 Ahrensburg",Ahrensburg,22629,53.572406,10.079473,53.572554,10.079794,Josephstraße,6126413728.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,3.2266666666666666,21.0,3.7066666666666666,65.86666666666667,True,15681.3,36.175,8,44.175,60-90 min,100.0,144.0878,5,5,4,62.0,62.0,61.6,Gustav-Adolf-Straße,6126376439.0,5.0,"Harksheide, Libellengrund",12461266487.0,1.0,25.0,3.7066666666666666,27.0,3.2266666666666666,31.933333333333337,33.93333333333334
EMP065,Hakan Reichmann,"Daria-Stumpf-Allee 2149, 22627 Ahrensburg",Ahrensburg,22627,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,5,5,5,,,,,,,,,,,,,,,
EMP066,Silvester Linke,"Speerring 68, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,160.5533333333333,True,31773.1,44.836666666666666,8,52.836666666666666,120+ min,30.0,240.6386,5,5,5,20.0,20.0,20.0,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,72.0,3.7066666666666666,72.0,4.569999999999999,80.27666666666666,80.27666666666666
EMP067,Louise Renner,"Döringstraße 77/32, 22880 Wedel",Wedel,22880,53.624964,10.090663,53.624999,10.090758,Gumbinner Kehre,6323310479.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,2.6983333333333333,32.0,3.7066666666666666,77.80999999999999,True,13378.6,28.891666666666666,8,36.891666666666666,60-90 min,70.0,130.2716,5,4,4,44.0,43.6,43.6,Gumbinner Kehre,6323310479.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,32.0,3.7066666666666666,33.0,2.6983333333333333,38.404999999999994,39.404999999999994
EMP068,Fredo Mende,"Mohauptstraße 6/4, 22880 Wedel",Wedel,22880,53.572406,10.079473,53.572554,10.079794,Josephstraße,6126413728.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,3.2266666666666666,21.0,3.7066666666666666,65.86666666666667,True,15681.3,36.175,8,44.175,60-90 min,100.0,144.0878,5,5,4,62.0,62.0,61.6,Gustav-Adolf-Straße,6126376439.0,5.0,"Harksheide, Libellengrund",12461266487.0,1.0,25.0,3.7066666666666666,27.0,3.2266666666666666,31.933333333333337,33.93333333333334
EMP069,Ing. Clarissa Neuschäfer B.A.,"Karolin-Mitschke-Weg 6-1, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,160.5533333333333,True,31773.1,44.836666666666666,8,52.836666666666666,120+ min,30.0,240.6386,5,5,5,20.0,20.0,20.0,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,72.0,3.7066666666666666,72.0,4.569999999999999,80.27666666666666,80.27666666666666
EMP070,Jochem Grein Groth,"Heserring 5/9, 20253 Hamburg",Hamburg,20253,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,84.63,True,14719.4,31.45,8,39.45,60-90 min,60.0,138.3164,5,5,4,38.0,38.0,37.6,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,32.0,3.7066666666666666,29.0,8.108333333333333,43.815,40.815
EMP071,Reingard Bachmann B.Sc.,"Ilja-Tschentscher-Straße 88-83, 22626 Ahrensburg",Ahrensburg,22626,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,5,5,5,,,,,,,,,,,,,,,
EMP072,Hildegunde Weinhage,"Hartungstraße 8495, 22626 Ahrensburg",Ahrensburg,22626,53.570271,9.986559,53.570271,9.986559,Museum am Rothenbaum,335410001.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.02,24.0,3.7066666666666666,63.45333333333333,True,14665.3,31.506666666666668,8,39.50666666666667,60-90 min,90.0,137.99179999999998,5,5,4,56.0,56.0,55.6,Museum am Rothenbaum,335410001.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,24.0,3.7066666666666666,24.0,4.02,31.726666666666667,31.726666666666667
EMP073,Oswald Gröttner,"Kitzmannweg 54-44, 22049 Hamburg",Hamburg,22049,53.649311,9.804004,53.649339,9.804241,,,,,,,,,,,False,20128.8,31.201666666666664,8,39.20166666666667,No route,,170.7728,5,5,5,,,,,,,,,,,,,,,
EMP074,Mirjam Schacht,"Dussen vanweg 833, 21682 Buxtehude",Buxtehude,21682,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,148.29666666666668,True,40302.7,61.83166666666667,8,69.83166666666668,120+ min,70.0,291.8162,5,5,5,44.0,44.0,44.0,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,73.5,3.7066666666666666,67.2,0.0916666666666666,77.29833333333333,70.99833333333333
EMP075,Agnes Trommler,"Ditschlerinallee 3435, 21682 Buxtehude",Buxtehude,21682,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,148.29666666666668,True,40302.7,61.83166666666667,8,69.83166666666668,120+ min,70.0,291.8162,5,5,5,44.0,44.0,44.0,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,73.5,3.7066666666666666,67.2,0.0916666666666666,77.29833333333333,70.99833333333333
EMP076,Sükrü Aumann,"Kamil-Bien-Gasse 3/8, 22627 Ahrensburg",Ahrensburg,22627,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,5,5,5,,,,,,,,,,,,,,,
EMP077,Frau Rotraud Bolzmann MBA.,"Möchlichenstraße 15-52, 21079 Harburg",Harburg,21079,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,6.403333333333333,149.94666666666666,True,38831.6,51.986666666666665,8,59.986666666666665,120+ min,40.0,282.9896,5,5,5,26.0,26.0,26.0,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,57.9,6.403333333333333,65.8,6.72,71.02333333333334,78.92333333333333
EMP078,Ruben Rose-Jähn,"Briemerstr. 2, 22627 Ahrensburg",Ahrensburg,22627,53.555306,9.820787,53.555282,9.820734,Elbuferweg,336643748.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,1.4016666666666666,51.0,3.7066666666666666,113.21666666666664,True,24331.2,41.836666666666666,8,49.836666666666666,90-120 min,70.0,195.98719999999997,5,5,5,44.0,44.0,44.0,Elbuferweg,336643748.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,51.0,3.7066666666666666,52.0,1.4016666666666666,56.10833333333333,57.10833333333333
EMP079,Inka Margraf-Huhn,"Iwan-Drubin-Weg 4-9, 21077 Harburg",Harburg,21077,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,6.403333333333333,149.94666666666666,True,38831.6,51.986666666666665,8,59.986666666666665,120+ min,40.0,282.9896,5,5,5,26.0,26.0,26.0,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,57.9,6.403333333333333,65.8,6.72,71.02333333333334,78.92333333333333
EMP080,Willfried Wiek,"Jäkelstr. 9, 22047 Hamburg",Hamburg,22047,53.563793,9.902143,53.563892,9.902136,Bahrenfelder Marktplatz,538471368.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,3.78,43.0,3.7066666666666666,98.97333333333331,True,17552.1,26.813333333333333,8,34.81333333333333,90-120 min,50.0,155.3126,5,5,4,32.0,32.0,31.6,Händelstraße,5901964564.0,5.0,"Harksheide, Libellengrund",12461266487.0,1.0,42.0,3.7066666666666666,42.0,3.78,49.486666666666665,49.486666666666665
EMP081,Prof. Arne Franke,"Emmy-Hahn-Ring 42, 22415 Hamburg",Hamburg,22415,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,84.63,True,14719.4,31.45,8,39.45,60-90 min,60.0,138.3164,5,5,4,38.0,38.0,37.6,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,32.0,3.7066666666666666,29.0,8.108333333333333,43.815,40.815
EMP082,Meike Metz,"Rüdiger-Mende-Allee 44-50, 22848 Norderstedt",Norderstedt,22848,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,4,3,3,,,,,,,,,,,,,,,
EMP083,Ulf Hethur-Faust,"Heidemarie-Heintze-Ring 4618, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576421,9.713089,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,160.5533333333333,True,31773.1,44.836666666666666,8,52.836666666666666,120+ min,30.0,240.6386,5,5,5,20.0,20.0,20.0,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,72.0,3.7066666666666666,72.0,4.569999999999999,80.27666666666666,80.27666666666666
EMP084,Marlies Jähn MBA.,"Bruno-Gehringer-Ring 8/2, 21077 Harburg",Harburg,21077,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,6.403333333333333,149.94666666666666,True,38831.6,51.986666666666665,8,59.986666666666665,120+ min,40.0,282.9896,5,5,5,26.0,26.0,26.0,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,57.9,6.403333333333333,65.8,6.72,71.02333333333334,78.92333333333333
EMP085,Liselotte Hermann,"Ottostr. 17-71, 22880 Wedel",Wedel,22880,53.60151,9.907804,53.601503,9.907805,Mühlenauweg,2471006833.0,5.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,4.586666666666667,28.9,6.403333333333333,75.88,True,13463.6,24.11,8,32.11,60-90 min,60.0,130.78159999999997,5,4,4,38.0,37.6,37.6,Reichsbahnstraße,1617465784.0,1.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,32.9,6.403333333333333,21.0,4.586666666666667,43.89,31.99
EMP086,Ralf-Dieter Wernecke,"Dirk-Hein-Allee 4, 22846 Norderstedt",Norderstedt,22846,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,4,3,3,,,,,,,,,,,,,,,
EMP087,Horst-Peter Keudel,"Wenzel-Pohl-Allee 74-82, 22848 Norderstedt",Norderstedt,22848,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,4,3,3,,,,,,,,,,,,,,,
EMP088,Univ.Prof. Jelena Hövel,"Kadering 62, 22457 Hamburg",Hamburg,22457,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,84.63,True,14719.4,31.45,8,39.45,60-90 min,60.0,138.3164,5,5,4,38.0,38.0,37.6,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,32.0,3.7066666666666666,29.0,8.108333333333333,43.815,40.815
EMP089,Gilbert Herrmann,"Wesackstr. 7, 22149 Hamburg",Hamburg,22149,53.586758,10.037002,53.586777,10.036784,Burmesterstraße,6128819465.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,1.0366666666666666,17.0,3.7066666666666666,42.486666666666665,True,13146.0,29.22,8,37.22,0-60 min,100.0,128.876,5,4,4,62.0,61.6,61.6,Burmesterstraße,6128819465.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,17.0,3.7066666666666666,16.0,1.0366666666666666,21.743333333333332,20.743333333333332
EMP090,Henrike Bloch B.A.,"Druballee 9-1, 21614 Buxtehude",Buxtehude,21614,53.510703,10.251378,53.510618,10.251297,,,,,,,,,,,False,34894.5,56.17666666666666,8,64.17666666666666,No route,,259.36699999999996,5,5,5,,,,,,,,,,,,,,,
EMP091,Vinzenz Hövel-Mangold,"Scholtzallee 47-50, 22629 Ahrensburg",Ahrensburg,22629,53.673068,10.235456,53.672891,10.235353,,,,,,,,,,,False,20627.8,35.32666666666667,8,43.32666666666667,No route,,173.7668,5,5,5,,,,,,,,,,,,,,,
EMP092,Frau Dorota Drewes,"Eberhardtgasse 1248, 22419 Hamburg",Hamburg,22419,53.576158,10.007046,53.575573,10.006979,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,8.108333333333333,32.0,3.7066666666666666,84.63,True,14719.4,31.45,8,39.45,60-90 min,60.0,138.3164,5,5,4,38.0,38.0,37.6,Zimmerstraße,335695109.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,32.0,3.7066666666666666,29.0,8.108333333333333,43.815,40.815
EMP093,Herma Nette,"Drubinweg 974, 22880 Wedel",Wedel,22880,53.545,10.079558,53.544997,10.07951,Eekholtesweg,6341370493.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,7.03,33.0,3.7066666666666666,85.47333333333333,True,20467.5,46.46666666666667,8,54.46666666666667,60-90 min,90.0,172.805,5,5,5,56.0,56.0,56.0,Eekholtesweg,6341370493.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,33.0,3.7066666666666666,31.0,7.03,43.736666666666665,41.736666666666665
EMP094,Steve Bohnbach-Hofmann,"Henkstraße 963, 22626 Ahrensburg",Ahrensburg,22626,53.543635,10.079803,53.543632,10.079743,Eekholtesweg,6341370493.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,5.198333333333333,33.0,3.7066666666666666,81.80999999999999,True,20314.9,46.20666666666667,8,54.20666666666667,60-90 min,100.0,171.88940000000002,5,5,5,62.0,62.0,62.0,Eekholtesweg,6341370493.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,33.0,3.7066666666666666,31.0,5.198333333333333,41.904999999999994,39.904999999999994
EMP095,Senta Schaaf,"Kargeallee 1/5, 21682 Buxtehude",Buxtehude,21682,53.61251,10.113874,53.612559,10.114047,Pflegezentrum Farmsen,423493923.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,2.155,32.0,3.7066666666666666,85.72333333333333,True,14441.9,29.166666666666668,8,37.16666666666667,60-90 min,70.0,136.6514,5,5,4,44.0,44.0,43.6,Pflegezentrum Farmsen,423493923.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,32.0,3.7066666666666666,42.0,2.155,37.861666666666665,47.861666666666665
EMP096,Irena Jungfer-Graf,"Fischerstraße 95-95, 22880 Wedel",Wedel,22880,53.477743,9.700147,53.477743,9.700147,,,,,,,,,,,False,47081.1,69.22666666666667,8,77.22666666666667,No route,,332.48659999999995,5,5,5,,,,,,,,,,,,,,,
EMP097,Univ.Prof. Traude Kranz MBA.,"Charlotte-Kraus-Platz 1-6, 21682 Buxtehude",Buxtehude,21682,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,148.29666666666668,True,40302.7,61.83166666666667,8,69.83166666666668,120+ min,70.0,291.8162,5,5,5,44.0,44.0,44.0,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,73.5,3.7066666666666666,67.2,0.0916666666666666,77.29833333333333,70.99833333333333
EMP098,Agnieszka Ullmann B.A.,"Agnes-Beier-Platz 21/97, 21107 Harburg",Harburg,21107,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,6.403333333333333,149.94666666666666,True,38831.6,51.986666666666665,8,59.986666666666665,120+ min,40.0,282.9896,5,5,5,26.0,26.0,26.0,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,57.9,6.403333333333333,65.8,6.72,71.02333333333334,78.92333333333333
EMP099,Luitgard Süßebier,"Sölzerplatz 57, 22117 Hamburg",Hamburg,22117,53.605402,9.898746,53.605486,9.898921,Furtweg,5593354405.0,1.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,0.6016666666666667,28.9,6.403333333333333,63.91,True,13050.1,23.2,8,31.2,60-90 min,70.0,128.3006,5,4,4,44.0,43.6,43.6,Furtweg,5593354405.0,1.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,28.9,6.403333333333333,21.0,0.6016666666666667,35.905,28.005
EMP100,Linus Bohnbach,"Seipgasse 68/86, 22846 Norderstedt",Norderstedt,22846,53.456275,9.986693,53.456275,9.986693,Moorstraße (Phoenix-Center),335249677.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,1.0533333333333337,43.0,3.7066666666666666,95.52,True,35111.0,50.32,8,58.32,90-120 min,90.0,260.66599999999994,5,5,5,56.0,56.0,56.0,Moorstraße (Phoenix-Center),335249677.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,43.0,3.7066666666666666,43.0,1.0533333333333337,47.76,47.76
EMP101,Chantal Täsche B.Eng.,"Eva-Stolze-Ring 2161, 22880 Wedel",Wedel,22880,53.576357,9.713091,53.576357,9.713091,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,4.569999999999999,72.0,3.7066666666666666,160.5533333333333,True,31773.1,44.836666666666666,8,52.836666666666666,120+ min,30.0,240.6386,5,5,5,20.0,20.0,20.0,"Wedel, Müllerkamp",68665485.0,4.0,"Harksheide, Libellengrund",12461266487.0,1.0,72.0,3.7066666666666666,72.0,4.569999999999999,80.27666666666666,80.27666666666666
EMP102,Dr. Eleni Radisch,"Bastian-Junk-Gasse 6/6, 21614 Buxtehude",Buxtehude,21614,53.490193,9.761105,53.490427,9.761102,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,0.0916666666666666,73.5,3.7066666666666666,148.29666666666668,True,40302.7,61.83166666666667,8,69.83166666666668,120+ min,70.0,291.8162,5,5,5,44.0,44.0,44.0,"Rübke, Kurzer Weg",2886314002.0,1.0,"Harksheide, Libellengrund",12461266487.0,1.0,73.5,3.7066666666666666,67.2,0.0916666666666666,77.29833333333333,70.99833333333333
EMP103,Ludmilla Stoll-Hendriks,"Rosemannweg 222, 21614 Buxtehude",Buxtehude,21614,53.655354,10.209463,53.655274,10.209794,"Ahrensburg, Bornkampsweg (Ost)",1862134190.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.993333333333334,70.0,3.7066666666666666,133.9,True,19524.6,34.4,8,42.4,120+ min,20.0,167.1476,5,5,5,14.0,14.0,14.0,"Ahrensburg, Bornkampsweg (Ost)",1862134190.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,70.0,3.7066666666666666,42.5,6.993333333333334,80.7,53.2
EMP104,Tomas Mohaupt,"Säuberlichplatz 5747, 22852 Norderstedt",Norderstedt,22852,53.712313,9.995697,53.712428,9.99571,,,,,,,,,,,False,4914.3,10.296666666666663,8,18.296666666666663,No route,,79.4858,4,3,3,,,,,,,,,,,,,,,
EMP105,Mandy Löffler,"Steystr. 617, 22419 Hamburg",Hamburg,22419,53.734665,9.994689,53.734626,9.993998,,,,,,,,,,,False,7315.0,15.531666666666666,8,23.531666666666663,No route,,93.89,4,4,3,,,,,,,,,,,,,,,
EMP106,Frau Edeltrud Kranz B.Eng.,"Meyerallee 4/7, 22854 Norderstedt",Norderstedt,22854,53.586758,10.037002,53.586777,10.036784,Burmesterstraße,6128819465.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,1.0366666666666666,17.0,3.7066666666666666,42.486666666666665,True,13146.0,29.22,8,37.22,0-60 min,100.0,128.876,5,4,4,62.0,61.6,61.6,Burmesterstraße,6128819465.0,2.0,"Harksheide, Libellengrund",12461266487.0,1.0,17.0,3.7066666666666666,16.0,1.0366666666666666,21.743333333333332,20.743333333333332
EMP107,Adriane Rosemann,"Thiesring 6, 21075 Harburg",Harburg,21075,53.452194,9.897592,53.452166,9.898249,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Libellengrund",12461266487.0,1.0,6.72,56.9,6.403333333333333,149.94666666666666,True,38831.6,51.986666666666665,8,59.986666666666665,120+ min,40.0,282.9896,5,5,5,26.0,26.0,26.0,"Ehestorf, Hohlredder",478118123.0,3.0,"Harksheide, Heidehofweg (West)",12461266488.0,5.0,57.9,6.403333333333333,65.8,6.72,71.02333333333334,78.92333333333333
